""	"SRR1777612_1"	"SRR1777613_1"	"SRR1777614_1"	"SRR1777615_1"	"SRR1777616_1"	"SRR1777617_1"
"BC037034"	747	837	596	855	764	912
"BC037156"	0	0	0	0	0	0
"BC037704"	43	55	25	47	50	34
"BC039771"	30	27	14	17	22	30
"BC039966"	0	1	0	0	0	0
"BC042761"	0	2	0	2	0	4
"BC046251"	1	1	0	1	0	1
"BC048403"	363	467	351	449	357	486
"BC048502"	0	0	0	0	0	0
"BC048507"	1	1	0	1	1	4
"BC048546"	13	20	18	17	21	11
"BC048562"	0	0	0	0	0	0
"BC048602"	0	0	0	0	0	1
"BC048609"	1	2	0	2	0	3
"BC048644"	0	0	1	1	0	0
"BC048671"	1	0	0	0	0	0
"BC048679"	0	0	0	0	0	0
"BC049352"	6	1	3	0	0	7
"BC049715"	16	25	9	34	18	47
"BC049730"	0	0	1	2	0	0
"BC049762"	3	5	1	1	6	2
"BC051019"	56	66	35	66	49	50
"BC051142"	23	31	8	24	19	36
"BC051226"	134	154	99	115	114	138
"BC051537"	0	1	0	0	0	0
"BC051628"	2	2	0	0	0	1
"BC051665"	0	0	0	0	0	0
"BC052040"	371	418	255	481	364	419
"BC052688"	13	22	21	14	14	15
"BC053393"	0	0	0	1	1	0
"BC055111"	2	0	0	2	0	5
"BC055324"	163	254	191	288	197	257
"BC055402"	0	1	1	0	0	0
"BC061195"	0	0	0	0	0	0
"BC061212"	0	0	0	0	0	0
"BC061237"	0	0	0	0	0	0
"BC064078"	79	58	57	46	53	58
"BC065397"	22	20	15	16	38	24
"BC068281"	117	107	78	120	90	117
"BC080695"	0	0	0	0	0	0
"BC089491"	8	0	1	6	0	4
"BC089597"	6	21	13	38	14	17
"BC094916"	5	0	1	1	1	0
"Bc1"	130	81	70	96	81	98
"BC100451"	22	18	5	21	11	25
"BC100530"	714	260	468	35	249	639
"BC107364"	3	5	1	1	1	3
"BC117090"	8	1	4	0	7	1
"BC147527"	1	1	3	2	5	6
"Bcam"	2950	1930	1880	1389	1857	2026
"Bcan"	44	21	18	4	9	21
"Bcap29"	916	700	629	632	639	818
"Bcap31"	6000	6606	4669	6791	4983	7040
"Bcar1"	2935	3376	2423	3331	2604	3563
"Bcar3"	2175	2970	1839	3348	2671	3810
"Bcas1"	3132	3798	2195	5218	3498	4249
"Bcas1os2"	0	0	0	0	2	1
"Bcas2"	2264	2424	1827	2395	2204	2853
"Bcas3"	947	725	671	814	703	1010
"Bcas3os1"	7	8	6	11	2	11
"Bcas3os2"	1	4	1	0	0	0
"Bcat1"	45	25	19	14	29	34
"Bcat2"	1601	1382	1043	1520	1314	1525
"Bccip"	2271	2347	1735	2075	1723	2308
"Bcdin3d"	246	232	166	252	213	265
"Bche"	2293	1604	1440	1579	1683	1955
"Bckdha"	2308	1953	1597	2100	1874	2287
"Bckdhb"	684	590	456	574	534	786
"Bckdk"	3264	3137	2190	3026	2337	3182
"Bcl10"	2586	3289	1999	2717	2239	3016
"Bcl11a"	666	492	473	568	527	600
"Bcl11b"	506	651	469	744	580	934
"Bcl2"	937	820	639	838	771	713
"Bcl2a1a"	15	9	15	15	12	12
"Bcl2a1b"	93	104	66	63	46	66
"Bcl2a1c"	0	0	0	0	0	0
"Bcl2a1d"	19	23	9	19	13	22
"Bcl2l1"	2422	2556	1746	2511	1816	2691
"Bcl2l10"	2	0	0	1	1	0
"Bcl2l11"	860	872	704	699	766	746
"Bcl2l12"	330	325	204	322	277	307
"Bcl2l13"	2595	2895	1928	2753	1966	3020
"Bcl2l14"	2051	2768	1618	2886	2068	2712
"Bcl2l15"	2	1	6	0	0	1
"Bcl2l2"	3864	3775	2773	3697	3249	4201
"Bcl3"	1526	2265	1251	2277	1127	2243
"Bcl6"	915	520	682	594	511	561
"Bcl6b"	316	242	198	131	175	180
"Bcl7a"	721	640	463	613	536	710
"Bcl7b"	1377	1286	949	1498	1308	1766
"Bcl7c"	604	516	400	455	454	545
"Bcl9"	1325	1425	1119	1368	1069	1318
"Bcl9l"	2688	2441	1963	2040	1732	2229
"Bclaf1"	4158	4652	3242	4644	4086	4892
"Bco1"	109	152	121	186	116	151
"Bco2"	513	675	367	1127	680	1180
"Bcor"	2652	2830	1859	2448	1714	2385
"Bcorl1"	1114	1073	965	1176	549	1152
"Bcr"	2215	2420	1793	2387	1727	2535
"Bcs1l"	555	522	415	611	501	636
"Bdh1"	7655	8567	6078	8109	6235	9055
"Bdh2"	132	89	82	60	104	104
"Bdkrb1"	102	68	52	43	34	41
"Bdkrb2"	428	411	333	408	277	274
"Bdnf"	89	56	66	51	35	58
"Bdp1"	1572	1741	1040	1629	1199	1862
"Bean1"	371	282	252	291	304	316
"Becn1"	3752	3926	2771	4339	3442	4406
"Becn2"	0	0	0	0	0	0
"Begain"	76	55	38	37	60	67
"Bend3"	460	490	321	450	351	519
"Bend4"	68	77	45	74	54	55
"Bend5"	368	197	215	195	198	304
"Bend6"	46	31	31	25	34	41
"Bend7"	112	149	103	122	110	160
"Best1"	28	38	42	24	33	20
"Best2"	1382	1548	1034	2223	1786	1846
"Best3"	6	0	0	1	2	2
"Bet1"	1224	1303	961	1373	1128	1551
"Bet1l"	1136	1210	905	1223	990	1342
"Bex1"	165	137	111	221	120	192
"Bex2"	297	283	226	300	199	323
"Bex4"	111	77	87	142	77	144
"Bex6"	4	3	1	5	0	4
"Bfar"	2923	3364	2130	3899	3242	3993
"Bfsp1"	330	396	265	445	329	495
"Bfsp2"	9	4	0	3	1	2
"Bglap"	77	25	15	19	30	48
"Bglap2"	13	2	10	10	5	10
"Bglap3"	371	361	225	192	257	336
"Bgn"	18088	14925	13514	13565	13283	12287
"Bhlha15"	39	61	22	49	26	52
"Bhlha9"	4	4	2	1	1	3
"Bhlhb9"	475	382	310	364	360	364
"Bhlhe22"	16	2	9	22	8	5
"Bhlhe23"	0	0	0	0	0	0
"Bhlhe40"	4877	6576	4064	5128	4697	6832
"Bhlhe41"	364	219	168	112	181	149
"Bhmt"	1	0	1	0	1	0
"Bhmt2"	0	0	0	2	0	2
"Bicc1"	784	663	583	568	517	548
"Bicd1"	326	256	225	311	301	356
"Bicd2"	2933	2318	1961	1901	1812	2443
"Bid"	677	791	486	690	494	686
"Bik"	323	356	234	227	254	312
"Bin1"	5890	3057	2693	1811	2513	2645
"Bin2"	181	213	125	157	130	81
"Bin3"	1009	1166	769	1249	1016	1253
"Birc2"	1386	1403	928	1408	1226	1486
"Birc3"	2087	2737	1582	2966	2189	2833
"Birc5"	995	1114	911	1842	1126	1730
"Birc6"	3940	4781	2961	4746	3528	4887
"Birc7"	0	0	0	0	0	0
"Bivm"	578	664	448	711	500	715
"Blcap"	2624	2472	1792	2585	2117	2949
"Blk"	78	94	10	78	26	8
"Blm"	282	315	235	381	278	365
"Blmh"	2778	2467	2069	2349	2143	3015
"Blnk"	2710	3549	2214	3424	2758	3422
"Bloc1s1"	1870	1604	1243	1478	1347	1727
"Bloc1s2"	865	1025	643	990	727	1137
"Bloc1s3"	576	645	454	790	575	828
"Bloc1s4"	462	431	376	435	354	510
"Bloc1s5"	575	617	423	644	458	734
"Bloc1s6"	1211	1501	995	1586	1150	1413
"Bloodlinc"	7	25	4	31	8	15
"Blvra"	1097	990	744	1052	858	1201
"Blvrb"	1446	1557	1200	1435	983	1359
"Blzf1"	1079	1134	780	1029	856	1184
"Bmf"	1172	995	652	1008	1140	801
"Bmi1"	1274	1334	906	1113	1069	1413
"Bmp1"	2828	2019	2009	1516	2161	1861
"Bmp10"	0	0	0	0	0	0
"Bmp15"	1	3	2	1	2	1
"Bmp2"	4450	5627	3885	5531	4445	5456
"Bmp2k"	1253	1354	992	1405	1068	1288
"Bmp3"	1409	1331	1170	1352	1571	1800
"Bmp4"	2992	2675	2152	2719	2645	2371
"Bmp5"	1841	1895	1150	1859	1435	1289
"Bmp6"	772	623	501	608	477	446
"Bmp7"	852	769	599	737	614	716
"Bmp8a"	124	182	109	159	135	133
"Bmp8b"	83	79	54	95	40	106
"Bmper"	96	81	62	63	82	80
"Bmpr1a"	6054	5669	4357	5369	4059	5576
"Bmpr1b"	55	60	44	47	52	38
"Bmpr2"	3552	3250	2537	3185	2595	3293
"Bms1"	1627	1777	1295	1759	1619	2049
"Bmx"	82	56	87	77	50	58
"Bmyc"	459	468	369	456	426	488
"Bnc1"	34	6	5	1	9	5
"Bnc2"	281	226	219	204	250	264
"Bnip1"	696	855	511	878	618	788
"Bnip2"	3882	2933	2587	2451	2794	3218
"Bnip3"	2532	1690	1538	1582	1867	2237
"Bnip3l"	5812	6165	4449	5858	5708	6497
"Bnipl"	516	345	401	329	382	561
"Boc"	1193	982	869	1001	882	1075
"Bod1"	2396	2080	1657	1903	1719	2322
"Bod1l"	1907	2280	1410	2399	2077	2466
"Bok"	1833	1745	1290	1494	1409	1935
"Bola1"	522	583	403	572	369	664
"Bola2"	1058	1025	719	1030	824	1158
"Bola3"	1123	1125	653	994	764	1161
"Boll"	1	0	1	2	2	1
"Bop1"	1591	1875	1319	1768	1401	2062
"Bora"	496	696	444	782	529	765
"Borg"	0	0	0	0	1	2
"Bpgm"	2634	2746	1925	2608	1682	2493
"Bphl"	919	925	670	1048	696	976
"Bpi"	0	0	1	0	0	0
"Bpifa1"	0	0	0	0	0	0
"Bpifa2"	0	0	0	0	0	0
"Bpifa3"	0	0	0	0	0	0
"Bpifa5"	0	0	0	0	0	0
"Bpifa6"	0	0	0	1	1	0
"Bpifb1"	1	0	4	2	1	0
"Bpifb2"	0	0	0	0	0	0
"Bpifb3"	0	0	0	0	0	0
"Bpifb4"	0	0	0	1	0	0
"Bpifb5"	1	0	0	0	0	1
"Bpifb6"	0	0	0	0	0	0
"Bpifb9a"	0	0	0	0	0	0
"Bpifb9b"	0	0	0	0	0	0
"Bpifc"	298	118	260	12	153	237
"Bpnt1"	3169	3671	2639	3649	2755	4189
"Bptf"	3371	3749	2386	4178	3191	4259
"Braf"	1260	1270	906	1219	1105	1247
"Brap"	2264	2314	1728	2287	1954	2490
"Brat1"	655	707	486	848	558	753
"Brca1"	450	654	408	748	390	603
"Brca2"	313	313	243	419	252	343
"Brcc3"	1247	1329	905	1312	1048	1475
"Brd1"	4240	4856	3010	4896	4077	5176
"Brd2"	9815	9991	7938	10501	8591	10982
"Brd3"	3460	3405	2546	3499	3156	3804
"Brd4"	3441	3682	2742	4006	3102	4288
"Brd7"	2428	2324	1590	2184	1912	2471
"Brd8"	1643	1863	1268	2255	1885	2218
"Brd9"	1529	1436	1000	1556	1643	1977
"Brdt"	189	188	132	177	140	189
"Bre"	1347	1531	1004	1462	1108	1661
"Brf1"	1272	1285	993	1391	1278	1505
"Brf2"	369	445	289	393	373	439
"Bri3"	2972	3243	2238	2997	2519	3619
"Bri3bp"	1362	1551	1107	1362	900	1306
"Bricd5"	0	0	0	0	0	0
"Brinp1"	14	11	14	11	17	3
"Brinp2"	788	502	468	419	420	536
"Brinp3"	8	2	5	1	7	9
"Brip1"	312	333	239	431	326	338
"Brip1os"	3181	3897	2449	4037	2678	3981
"Brix1"	1483	1480	1084	1558	1233	1772
"Brk1"	4505	4722	3349	4547	3642	4905
"Brms1"	1534	1960	1296	2011	1473	2180
"Brms1l"	715	646	440	575	645	720
"Brox"	2805	3398	2061	3206	2692	3478
"Brpf1"	2190	2523	1494	2174	1704	2373
"Brpf3"	3879	5713	3371	6291	5429	7150
"Brs3"	0	0	0	0	0	0
"Brsk1"	336	337	243	279	312	346
"Brsk2"	102	47	56	43	67	64
"Brwd1"	1957	2191	1450	2022	1833	2295
"Brwd3"	672	881	543	851	476	795
"Bscl2"	2129	2068	1615	2001	1668	2130
"Bsdc1"	3310	3899	2517	3981	2783	3657
"Bsg"	24256	27251	18205	28297	19546	30232
"Bsn"	396	498	370	591	468	654
"Bsnd"	0	1	1	0	0	1
"Bsph1"	0	0	0	0	0	0
"Bsph2"	0	0	0	0	0	0
"Bspry"	5747	8254	4820	7564	5315	7989
"Bst1"	111	101	80	79	63	73
"Bst2"	776	662	515	815	587	587
"Bsx"	0	0	0	0	0	0
"Btaf1"	2081	2793	1674	2020	1383	2204
"Btbd1"	4942	4779	3183	4357	3546	4879
"Btbd10"	690	621	488	587	618	886
"Btbd11"	200	190	191	131	194	134
"Btbd16"	22	30	20	30	22	26
"Btbd17"	5	5	2	1	11	6
"Btbd18"	0	6	1	1	1	1
"Btbd19"	196	193	150	182	183	198
"Btbd2"	1758	2024	1450	2091	1628	2110
"Btbd3"	2347	2308	1747	2192	2067	2444
"Btbd6"	771	893	581	890	835	1007
"Btbd7"	1732	1870	1321	2085	1561	2128
"Btbd8"	24	31	19	50	32	38
"Btbd9"	1687	1880	1261	1903	1375	1875
"Btc"	955	703	621	560	524	805
"Btd"	715	732	491	682	719	763
"Btf3"	16371	18595	12644	17953	14467	19649
"Btf3l4"	2538	2668	1953	2628	2286	2845
"Btg1"	11593	13980	9653	13309	13463	15147
"Btg1-ps1"	0	0	0	0	0	0
"Btg1-ps2"	0	0	0	0	0	0
"Btg2"	5405	8381	4198	5657	5788	7139
"Btg3"	13	38	19	23	20	17
"Btg4"	0	0	0	0	0	0
"Btk"	121	186	79	113	82	95
"Btla"	129	123	36	77	46	11
"Btn1a1"	2	1	1	5	1	4
"Btn2a2"	0	5	2	2	6	0
"Btnl1"	158	182	97	234	82	135
"Btnl10"	0	0	0	0	0	0
"Btnl2"	34	18	10	20	22	22
"Btnl4"	915	1237	749	1522	1227	1685
"Btnl5-ps"	3955	5725	3175	6534	5053	7159
"Btnl6"	1096	1644	836	1819	1214	2041
"Btnl9"	23	17	8	10	3	4
"Btrc"	925	900	730	847	903	1001
"Bub1"	427	447	308	710	489	689
"Bub1b"	1147	1132	900	2020	1279	1720
"Bub3"	2444	2436	1795	2650	2125	3058
"Bud13"	657	639	553	819	516	772
"Bud31"	898	1062	737	1034	744	1068
"Bves"	691	351	416	266	440	488
"Bvht"	490	432	368	267	564	463
"Bysl"	881	866	630	762	631	981
"Bzrap1"	50	32	33	29	54	33
"Bzw1"	10467	12913	8140	11119	8079	12429
"Bzw2"	3610	3591	2684	3119	2619	3570
"C030006K11Rik"	645	518	474	518	473	510
"C030007H22Rik"	0	0	0	0	0	0
"C030013C21Rik"	5	5	1	1	0	6
"C030013G03Rik"	0	0	0	0	0	1
"C030016D13Rik"	7	7	1	15	13	16
"C030018K13Rik"	1	0	0	0	0	0
"C030023E24Rik"	0	2	3	0	2	4
"C030029H02Rik"	2	3	0	1	1	0
"C030034I22Rik"	115	89	67	117	110	137
"C030034L19Rik"	11	11	0	6	15	4
"C030037D09Rik"	42	26	27	22	14	26
"C030039L03Rik"	40	34	26	55	69	65
"C130021I20Rik"	30	25	15	13	7	24
"C130026I21Rik"	2	7	0	5	2	2
"C130026L21Rik"	8	3	4	1	10	5
"C130030K03Rik"	6	1	0	0	4	14
"C130036L24Rik"	22	19	21	20	11	31
"C130046K22Rik"	120	126	104	189	159	168
"C130050O18Rik"	49	65	18	22	24	21
"C130060C02Rik"	2	2	0	0	1	0
"C130060K24Rik"	2	0	2	3	2	2
"C130071C03Rik"	0	0	0	0	1	0
"C130074G19Rik"	3069	3240	2386	2842	2414	2862
"C130079G13Rik"	67	16	40	2	35	43
"C130080G10Rik"	0	0	0	0	0	0
"C130083M11Rik"	69	65	42	83	37	62
"C1d"	1959	1848	1345	1804	1656	2257
"C1galt1"	2458	3382	1917	3354	2094	2888
"C1galt1c1"	1407	1687	1170	1819	1367	1799
"C1qa"	3585	3197	2724	2797	2651	2289
"C1qb"	2923	2693	2143	2317	2066	1848
"C1qbp"	2912	3263	2408	3191	2263	3623
"C1qc"	3235	2798	2343	2584	2310	2071
"C1ql1"	60	54	49	50	63	60
"C1ql2"	1	0	0	1	3	0
"C1ql3"	19	13	9	6	10	6
"C1ql4"	0	0	0	1	0	0
"C1qtnf1"	1442	1187	1020	1005	822	893
"C1qtnf2"	747	547	527	482	563	624
"C1qtnf3"	1206	964	758	905	756	745
"C1qtnf4"	140	77	80	69	64	100
"C1qtnf5"	0	0	0	0	0	0
"C1qtnf6"	2801	3133	2003	2870	1986	2801
"C1qtnf7"	308	200	165	168	186	235
"C1qtnf9"	316	203	183	119	146	187
"C1ra"	2017	1613	1495	1609	1620	1414
"C1rb"	1	2	2	0	0	1
"C1rl"	332	385	266	394	296	359
"C1s1"	5847	4732	4128	4546	4408	3793
"C1s2"	18	3	4	1	1	3
"C2"	127	122	127	108	96	120
"C230004F18Rik"	2	2	0	0	3	2
"C230014O12Rik"	6	2	2	3	4	1
"C230024C17Rik"	0	5	1	2	2	2
"C230035I16Rik"	5	21	7	18	11	7
"C230037L18Rik"	8	0	2	1	1	1
"C230072F16Rik"	17	18	9	17	18	11
"C230079O03Rik"	0	0	0	0	0	0
"C230091D08Rik"	614	663	386	641	559	710
"C2cd2"	1271	1080	833	1010	812	1176
"C2cd2l"	2487	2774	1702	2627	1907	2950
"C2cd3"	1162	1442	844	1505	1079	1454
"C2cd4a"	44	50	27	66	23	66
"C2cd4b"	62	61	74	68	38	100
"C2cd4c"	43	37	33	44	28	45
"C2cd4d"	2	13	3	13	11	23
"C2cd5"	1184	1322	911	1483	1190	1524
"C3"	6063	5045	3501	3292	3458	3078
"C330004P14Rik"	1	0	0	0	0	0
"C330006A16Rik"	3243	3471	2513	3486	2741	3817
"C330007P06Rik"	1660	1634	1169	1806	1403	1862
"C330011F03Rik"	3	3	1	3	2	0
"C330013E15Rik"	53	52	44	50	55	51
"C330013J21Rik"	113	117	71	107	103	118
"C330018D20Rik"	365	537	314	507	416	526
"C330021F23Rik"	15	14	14	35	16	32
"C330022C24Rik"	7	2	1	1	1	7
"C330024C12Rik"	0	0	0	0	0	0
"C330024D21Rik"	45	47	21	38	36	41
"C330027C09Rik"	591	643	405	1138	742	1047
"C3ar1"	398	456	297	308	322	308
"C430002N11Rik"	0	0	0	0	0	1
"C430049B03Rik"	13	8	3	6	8	2
"C4a"	8	4	2	4	5	17
"C4b"	2171	2042	1644	1895	1811	1534
"C4bp"	331	489	257	539	345	478
"C4bp-ps1"	2	1	1	2	0	2
"C530005A16Rik"	32	30	25	25	30	54
"C530008M17Rik"	3113	4150	2419	4877	3610	4682
"C530044C16Rik"	11	1	4	6	0	0
"C5ar1"	490	482	386	289	338	297
"C5ar2"	54	49	36	41	52	27
"C6"	2	10	3	6	5	1
"C630028M04Rik"	0	0	0	0	1	0
"C630031E19Rik"	0	0	0	0	0	0
"C630043F03Rik"	289	267	245	152	217	180
"C7"	850	646	529	171	507	400
"C730002L08Rik"	3	0	0	1	0	1
"C730027H18Rik"	0	0	0	0	0	0
"C730036E19Rik"	6	1	1	2	2	4
"C77080"	14152	19346	11664	18173	13413	19805
"C77370"	14	33	29	36	10	26
"C86187"	0	1	1	1	0	1
"C87198"	2	2	3	1	2	5
"C87414"	0	0	0	0	0	0
"C87436"	601	570	420	626	604	616
"C87499"	0	0	0	0	0	0
"C87977"	0	0	0	0	0	0
"C8a"	0	0	0	0	0	0
"C8b"	0	0	0	0	0	0
"C8g"	40	51	32	55	51	71
"C9"	0	4	0	1	0	0
"C920006O11Rik"	55	68	49	84	112	81
"C920009B18Rik"	10	12	15	7	3	14
"C920021L13Rik"	27	18	3	12	7	16
"C920025E04Rik"	76	47	41	55	61	86
"Caap1"	373	469	278	485	371	505
"Cab39"	11911	14901	9406	13101	10022	15058
"Cab39l"	2470	2185	1723	2266	1982	2602
"Cabin1"	2265	2254	1672	2506	1963	2591
"Cables1"	1293	1478	1038	1813	2044	2166
"Cables2"	920	1132	758	1022	756	1166
"Cabp1"	52	34	32	33	31	38
"Cabp2"	0	0	0	2	0	0
"Cabp4"	6	6	2	2	9	9
"Cabp5"	1	1	1	0	1	2
"Cabp7"	0	1	0	0	0	0
"Cabs1"	0	0	0	0	0	0
"Cabyr"	19	6	10	8	14	23
"Cacfd1"	1323	1435	1082	1517	1208	1527
"Cachd1"	2408	3011	2130	3254	2253	2877
"Cacna1a"	309	213	171	276	278	267
"Cacna1b"	299	389	178	407	341	488
"Cacna1c"	2611	1752	1670	1438	1967	2361
"Cacna1d"	301	238	249	274	285	342
"Cacna1e"	154	98	59	141	157	203
"Cacna1f"	1	1	1	1	0	1
"Cacna1g"	802	743	584	434	540	506
"Cacna1h"	2318	1793	1662	1770	1928	2442
"Cacna1i"	18	21	2	31	4	7
"Cacna1s"	2343	765	676	35	513	465
"Cacna2d1"	3602	2057	1914	1335	2098	2082
"Cacna2d2"	255	304	189	426	197	256
"Cacna2d3"	161	117	118	92	111	97
"Cacna2d4"	18	2	0	5	2	2
"Cacnb1"	1294	667	587	356	457	497
"Cacnb2"	605	495	389	387	488	489
"Cacnb3"	3828	3622	2898	3316	2730	3380
"Cacnb4"	177	149	126	100	128	145
"Cacng1"	1789	609	585	53	430	561
"Cacng2"	2	0	5	0	3	4
"Cacng3"	0	0	0	2	1	0
"Cacng4"	27	17	5	8	6	14
"Cacng5"	11	2	6	8	6	10
"Cacng6"	119	8	30	0	26	15
"Cacng7"	299	237	194	210	228	190
"Cacng8"	1	2	0	1	1	0
"Cactin"	1542	1836	1210	1614	1209	1748
"Cacul1"	2995	3114	1954	3072	2285	3418
"Cacybp"	2059	2142	1398	1964	1523	2309
"Cad"	1540	1851	1161	1921	1295	2027
"Cadm1"	569	457	412	485	528	516
"Cadm2"	106	54	80	53	55	64
"Cadm3"	1438	1160	957	1057	992	986
"Cadm4"	901	657	605	492	558	561
"Cadps"	284	255	208	182	237	242
"Cadps2"	1957	2503	1448	2581	1896	2762
"Cage1"	28	38	30	39	46	41
"Cahm"	16	20	6	3	21	11
"Calb1"	5	7	10	3	4	12
"Calb2"	1007	572	591	557	634	767
"Calca"	3	7	11	0	5	4
"Calcb"	153	94	137	25	96	122
"Calcoco1"	2875	2207	1898	2277	2371	2560
"Calcoco2"	17	30	10	32	8	41
"Calcr"	1	0	1	0	0	1
"Calcrl"	1355	1225	913	1111	984	871
"Cald1"	32303	21793	22348	19142	24977	27592
"Calhm1"	0	0	0	0	0	0
"Calhm2"	287	249	236	283	288	236
"Calm1"	41904	52981	33672	47470	35032	52084
"Calm2"	31317	31164	22467	30122	24182	31821
"Calm3"	19350	21384	14923	23014	15788	23692
"Calm4"	5886	2260	4390	329	2428	5825
"Calm5"	9	1	3	0	0	1
"Calml3"	1961	846	1465	104	955	1637
"Calml4"	2536	3442	1918	3533	2473	3759
"Caln1"	4	0	3	0	4	3
"Calr"	24069	29490	20780	28591	20088	27513
"Calr3"	46	25	19	37	30	37
"Calr4"	3	1	4	9	11	2
"Calu"	15554	14028	11285	12768	11499	14204
"Caly"	34	19	18	32	18	24
"Camk1"	1584	1556	1160	1654	1332	1493
"Camk1d"	3841	4546	3200	5503	3759	5261
"Camk1g"	5	4	5	5	5	9
"Camk2a"	1004	396	405	163	358	270
"Camk2b"	871	832	513	1191	843	1088
"Camk2d"	4957	5146	3735	4542	4032	5246
"Camk2g"	3708	2471	2314	2126	2719	2914
"Camk2n1"	3398	3779	2690	3665	2892	3441
"Camk2n2"	122	114	100	93	101	143
"Camk4"	118	153	120	153	140	154
"Camkk1"	483	383	297	312	326	324
"Camkk2"	920	881	668	831	723	823
"Camkmt"	232	314	185	325	224	328
"Camkv"	3	0	2	1	2	1
"Caml"	974	964	691	954	723	1074
"Camp"	0	4	0	0	0	5
"Camsap1"	1338	1183	1063	1095	1055	1499
"Camsap2"	2190	2115	1529	2089	1817	2235
"Camsap3"	2300	2903	1989	3229	2329	3604
"Camta1"	839	649	617	573	607	780
"Camta2"	3845	4604	3058	5380	3960	5429
"Cand1"	3678	3755	2629	4023	3090	4115
"Cand2"	692	337	339	232	335	336
"Cant1"	8262	10921	6705	10133	7049	11510
"Canx"	13198	14488	9687	13960	10940	13973
"Cap1"	15924	17604	12438	17178	12977	17484
"Cap2"	2935	1645	1563	1267	1790	1848
"Capg"	3805	4425	2740	3347	2557	3569
"Capn1"	4437	4600	3434	4905	3923	5297
"Capn10"	742	791	583	892	605	1042
"Capn11"	0	2	11	43	41	47
"Capn12"	47	44	35	27	28	51
"Capn13"	1622	2235	1272	2783	2022	2661
"Capn15"	749	884	627	945	711	1103
"Capn2"	8751	9745	6633	8681	7180	9558
"Capn3"	480	190	129	57	152	107
"Capn5"	6140	8369	5060	8543	5341	8309
"Capn6"	138	88	78	76	73	66
"Capn7"	3027	3276	2139	2907	2376	3186
"Capn8"	454	600	366	592	431	648
"Capn9"	474	717	387	913	664	933
"Capns1"	15038	15988	11279	13928	11200	15432
"Capns2"	209	78	143	9	104	243
"Caprin1"	10161	12166	7636	12549	8763	12776
"Caprin2"	273	252	139	261	252	305
"Caps2"	4	4	3	10	9	10
"Capsl"	152	154	129	214	147	206
"Capza1"	8252	9976	6405	9488	6566	9471
"Capza2"	10828	13072	8538	10784	8637	12016
"Capza3"	0	0	0	0	0	0
"Capzb"	15504	15934	11419	14881	12264	16511
"Car1"	42013	60005	36568	62925	44400	94086
"Car10"	13	5	5	7	8	3
"Car11"	157	100	99	111	110	101
"Car12"	459	285	375	228	307	476
"Car13"	995	1173	766	1021	691	1035
"Car14"	348	153	126	76	161	152
"Car15"	25	31	15	43	25	34
"Car2"	28560	37482	24262	39312	26235	38307
"Car3"	52229	18036	14757	1015	13288	10222
"Car4"	36322	50900	28995	53897	32678	51980
"Car5a"	3	4	5	2	6	6
"Car5b"	236	176	158	117	136	172
"Car6"	26	7	37	2	2	4
"Car7"	81	78	50	55	47	64
"Car8"	305	262	227	308	247	230
"Car9"	1798	2645	1730	2627	1772	2929
"Card10"	1413	1594	1204	1921	1229	1661
"Card11"	217	228	143	324	217	237
"Card14"	1052	1389	790	1395	1067	1593
"Card6"	438	463	344	574	395	524
"Card9"	72	50	34	50	35	32
"Carf"	265	291	150	226	249	264
"Carhsp1"	8601	9499	6138	9055	6418	8647
"Carkd"	2019	2112	1405	2339	1698	2559
"Carlr"	1	0	1	0	0	1
"Carm1"	1418	1535	1132	1554	1194	1486
"Carns1"	361	230	239	155	269	249
"Cars"	1168	1292	798	1049	893	1315
"Cars2"	619	581	440	638	480	641
"Cartpt"	115	58	59	70	86	113
"Casc1"	7	4	3	10	7	4
"Casc3"	2672	3018	2083	2945	2524	3083
"Casc4"	1143	832	794	787	782	807
"Casc5"	292	331	261	627	383	518
"Casd1"	3775	4500	2663	5241	4175	5233
"Cask"	2632	3018	2137	2935	2142	3021
"Caskin1"	89	83	58	60	53	107
"Caskin2"	4283	4945	3475	5543	3538	5750
"Casp1"	3097	4341	2493	4470	3403	4846
"Casp12"	926	676	592	693	736	713
"Casp14"	2701	2887	2164	2047	2046	3131
"Casp2"	1390	1715	1024	1687	1285	1757
"Casp3"	4402	5617	3549	4572	3485	4478
"Casp4"	683	812	532	1046	700	800
"Casp6"	611	625	429	618	498	662
"Casp7"	4371	5917	3620	6934	5006	7616
"Casp8"	2868	4211	2408	4234	2422	3711
"Casp8ap2"	883	1141	779	1145	734	973
"Casp9"	1225	1383	975	1380	1008	1407
"Casq1"	8968	2986	2593	159	1847	1731
"Casq2"	2546	1562	1584	1356	1697	1839
"Casr"	5	5	8	4	4	6
"Cass4"	55	106	73	47	70	53
"Cast"	7393	8316	5742	7036	5891	7597
"Casz1"	4139	4734	3149	5099	4325	5877
"Cat"	3226	2855	2184	3298	2515	3179
"Catip"	36	57	40	34	47	41
"Catsper1"	0	0	0	0	0	0
"Catsper2"	35	33	16	25	21	35
"Catsper3"	5	7	1	0	4	5
"Catsper4"	6	13	4	3	18	25
"Catsperb"	0	0	0	0	0	1
"Catsperd"	2	4	3	18	20	6
"Catsperg1"	8	4	2	0	1	4
"Catsperg2"	1	0	0	1	0	1
"Cav1"	19726	15008	13343	12495	13494	14510
"Cav2"	2075	1721	1432	1340	1330	1359
